UPC,ASIN,Amazon_Price,Walmart_Price,My_List_Price_UPC/Amz/Wal,Lowest_Ebay_Price,Highest_Ebay_Price,Mean_eBay_Price,Std_Dev,Coeff_of_Variation_%,CV_Confidence,IQR,IQR_Confidence,Median_Abs_Deviation,MAD_Confidence,Range_to_Mean_%,Range_Confidence,eBay_Prices_Used
732454071533.0,B00MXCRAX8,Lutron Caseta Original Smart Dimmer Switch Starter Kit with Pico Remote Wall Plate and Smart Hub Works with Alexa Apple Home and Google Home 3 Way 150W No Neutral Req P-BDG-PKG1W,,,89.93,,151.95,0.0,0.0,Confident,0.0,Confident,0.0,Confident,0.0,Confident,"[151.95, 151.95]"
77212005734.0,B00MY4RK4O,Bosch BE727H Blue Disc Brake Pad Set with Hardware for Select Chevrolet Classic Malibu; Oldsmobile Alero Cutlass; and Pontiac Grand Am - FRONT,,,40.03,,46.038,6.179831712919051,13.423327931098337,Cautious,1.1300000000000026,Confident,1.1000000000000014,Confident,32.23424127894349,Review,"[42.16, 43.29, 43.32, 44.42, 57.0]"
885911363006.0,B00ODN0S70,DEWALT 20V MAX Cordless Reciprocating Saw Compact Variable Speed LED Light Bare Tool Only (DCS387B),,,67.1,196.0,157.49666666666667,23.679913956769347,15.035184209254806,Cautious,34.900000000000006,Review,18.25999999999999,Cautious,40.800863510338836,Review,"[131.74, 131.75, 137.1, 144.61, 150.0, 171.79, 172.0, 182.48, 196.0]"
97855096739.0,B00P43PCI8,Logitech M185 Wireless Mouse,,,8.21,13.99,11.992222222222221,1.7456573101397779,14.556579070933015,Cautious,3.3000000000000007,Review,1.3100000000000005,Cautious,36.7738348929862,Review,"[9.58, 9.89, 10.0, 12.0, 12.59, 12.68, 13.3, 13.9, 13.99]"
784276067782.0,B00QMYIPGY,Lutron Pico Remote for Caseta Smart Dimmer Switch (PJ2-3BRL-GWH-L01),,,17.95,27.6,23.179999999999996,3.3760146622904355,14.564342805394462,Cautious,6.0,Review,3.0,Cautious,38.17946505608285,Review,"[18.75, 19.67, 20.0, 22.0, 23.0, 24.0, 26.0, 27.6, 27.6]"
851770003377.0,B00RWWOKL4,Orgain Organic Vegan Meal Replacement Protein Powder Vanilla,,,37.99,,52.89571428571429,7.369223968964567,13.931608767318973,Cautious,5.445,Cautious,0.0,Confident,34.256083398601014,Review,"[38.92, 46.19, 57.0, 57.04, 57.04, 57.04, 57.04]"
814832021313.0,B015NS22N6,ExpertPower YTX7A-BS 12 V 7 Ah Lead-Acid Battery,,,20.0,40.86,38.38444444444445,2.0988694046504612,5.468020795997843,Confident,3.190000000000005,Confident,1.5500000000000043,Confident,15.058183291842761,Cautious,"[35.08, 35.84, 36.66, 38.04, 38.97, 39.64, 39.85, 40.52, 40.86]"
765809252097.0,B01CPH574E,WIX FILTR LD 51358XP Oil Filters,,,17.02,21.93,20.916666666666668,0.758979578117883,3.628587624467966,Confident,1.3200000000000003,Confident,0.8099999999999987,Confident,9.418326693227087,Confident,"[19.96, 20.09, 20.18, 20.67, 20.99, 21.0, 21.5, 21.93, 21.93]"
859805006324.0,B01E67SEC8,Zhou Spirulina Powder - Blue Green Spirulina Superfood for Women & Men with Vegan Protein Chlorophyll & Phycocyanin for Smooth Energy & Longevity Drink Mix for Smoothies - 6 oz Jar (48 Servings),,,28.97,,37.713750000000005,8.777388055192077,23.273708011513243,Review,13.0125,Review,8.76,Review,61.62208743495409,Review,"[28.99, 28.99, 28.99, 35.0, 40.5, 40.5, 46.51, 52.23]"
70177174361.0,B01FRP27QM,Twinings Earl Grey Lavender Tea 20 ct (Pack of 6),,,5.46,30.49,14.74,7.9115185015267455,53.67380258837684,Review,4.859999999999999,Review,2.5,Review,152.57801899592943,Review,"[8.0, 9.49, 9.99, 9.99, 10.5, 13.85, 14.85, 25.5, 30.49]"
855553005381.0,B01H30LN6E,SoCozy Kids Swim 3-in-1 Shampoo + Conditioner + Body Wash (10.5 fl oz),,,8.5,16.15,13.616666666666667,1.8162598932972116,13.338505948327134,Cautious,1.08,Confident,0.7099999999999991,Confident,45.16523867809056,Review,"[10.0, 12.39, 12.99, 13.5, 13.7, 13.98, 14.07, 15.77, 16.15]"
72140016548.0,B01IAFK9FM,NIVEA MEN Sensitive Cooling Shaving Gel 7 oz (Pack of 6),,,8.76,13.99,11.753333333333334,1.3708482775274584,11.663485061209231,Cautious,1.2599999999999998,Cautious,0.8599999999999994,Confident,34.79863868406126,Review,"[9.9, 10.31, 10.99, 11.0, 11.85, 11.99, 12.25, 13.5, 13.99]"
885911260800.0,B01IFLI7JG,DeWalt DCG412B 20 V MAX 4-1/2″ Cut-Off Tool (Tool Only),,,69.99,99.99,91.7811111111111,6.5903688144982535,7.180528471179532,Confident,10.120000000000005,Cautious,5.950000000000003,Confident,18.511434209411277,Cautious,"[83.0, 84.0, 84.99, 89.99, 94.0, 95.0, 95.11, 99.95, 99.99]"
748927021356.0,B01IVWB6FQ,Optimum Nutrition Creatine 2500 Capsules 300 ct,,,19.44,42.0,34.904444444444444,6.556279644568084,18.783509518403502,Cautious,9.690000000000001,Review,3.0,Confident,48.990895778952066,Review,"[24.9, 24.99, 30.3, 35.99, 36.99, 38.99, 39.99, 39.99, 42.0]"
726630038304.0,B01MZG5KNP,Sunco PAR30 LED Bulb 11 W 3000 K (10-pack),,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
48598157775.0,B01N2HX5HT,Monroe Strut-Mate 909918 Suspension Strut Mount,,,26.95,33.43,32.20222222222222,1.7989981779992006,5.586565317090886,Confident,0.14000000000000057,Confident,0.13000000000000256,Confident,18.414878200262233,Cautious,"[27.5, 32.05, 32.72, 32.72, 32.73, 32.82, 32.86, 32.99, 33.43]"
77924048142.0,B01N3NJW3G,Weber 7175 Charcoal Kettle Grill Cover 18″,,,17.1,24.99,20.51111111111111,2.190059613597564,10.677430402154972,Cautious,2.210000000000001,Cautious,1.2100000000000009,Confident,34.12784398699892,Review,"[17.99, 18.04, 18.99, 19.99, 20.2, 21.2, 21.2, 22.0, 24.99]"
742797764740.0,B01N4RXHLX,Burt’s Bees Itch Soothing Shampoo for Dogs with Honeysuckle,,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
734357219906.0,B06X9GGNZC,Battery Tender Junior 12 V 800 mA Charger & Maintainer,,,20.85,45.0,41.92777777777778,2.4292116919783755,5.793800245873958,Confident,4.960000000000001,Cautious,0.03999999999999915,Confident,12.044521001722531,Cautious,"[39.95, 39.99, 39.99, 39.99, 39.99, 42.5, 44.95, 44.99, 45.0]"
94733160247.0,B06ZYW6HDK,HotHands Hand & Toe Warmers Combo Pack (24/8),,,20.79,33.54,30.712222222222223,1.9002222092282903,6.187185660089943,Confident,1.5100000000000016,Confident,0.9000000000000021,Confident,21.945660431967,Review,"[26.8, 29.3, 29.99, 30.89, 30.89, 31.41, 31.5, 32.09, 33.54]"
755970407815.0,B071JWGTFR,Cosequin Senior Joint Health Supplement for Dogs 120 ct,,,35.15,,53.495000000000005,9.199459223236982,17.196858067552075,Cautious,6.505000000000003,Cautious,6.504999999999999,Cautious,24.320029909337315,Review,"[46.99, 60.0]"
33674115374.0,B073H8DK2J,Nature’s Way Alive! Women’s 50+ Daily Gummy Multivitamins,,,14.99,36.0,26.369999999999997,5.337342503531135,20.24020668764177,Review,2.84,Cautious,1.8500000000000014,Confident,64.46719757299962,Review,"[19.0, 22.3, 24.0, 24.99, 24.99, 25.5, 26.84, 33.71, 36.0]"
897922002355.0,B075VYSLV8,PBfit Chocolate Peanut Butter Powder 15 oz (Pack of 6),,,10.33,,13.966666666666669,1.1557825631723877,8.27529281507676,Confident,1.0249999999999986,Confident,0.09999999999999964,Confident,14.677804295942723,Cautious,"[13.25, 13.35, 15.3]"
859730006475.0,B07999PRWM,Beyond Paint All-in-One Silver Metallic 1 pint,,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
47469073329.0,B079TD92GS,Natrol Melatonin Gummies 5 mg Strawberry 90 ct,,,13.5,24.0,18.455555555555556,2.4888004696595862,13.485372803694325,Cautious,1.3999999999999986,Confident,1.0,Confident,47.03190848886213,Review,"[15.32, 16.2, 17.55, 17.9, 17.95, 18.28, 18.95, 19.95, 24.0]"
10343934870.0,B07BLZ93RX,Epson 302 Claria Premium Ink Standard Capacity Combo Pack,,,34.95,59.76,46.36888888888889,6.560052294845758,14.14752963040636,Cautious,4.689999999999998,Cautious,2.990000000000002,Confident,42.7226109460366,Review,"[39.95, 39.99, 42.0, 44.95, 44.99, 45.0, 46.69, 53.99, 59.76]"
723497239752.0,B07DVZ515Z,MOZA Racing KS 300 mm Butterfly-Style GT Steering Wheel,,,385.0,,460.372,43.3348349483415,9.41300403767855,Confident,17.19999999999999,Confident,17.19999999999999,Confident,25.183981649622478,Review,"[389.06, 457.8, 475.0, 475.0, 505.0]"
357896101107.0,B07F2CNJQQ,GeriCare Acetaminophen 325 mg 1000 tablets,,,17.95,,22.97875,1.8730756791971868,8.151338428753464,Confident,3.0500000000000007,Cautious,1.6600000000000001,Confident,20.93238318011207,Review,"[19.99, 21.24, 21.92, 22.28, 24.0, 24.8, 24.8, 24.8]"
659781666938.0,B07FMP1Y31,Juven Therapeutic Nutrition Powder Orange 30 pack,,,89.0,,125.22500000000001,25.60554998432957,20.447634245821178,Review,42.415000000000006,Review,24.065000000000005,Cautious,47.71411459373128,Review,"[95.0, 101.86, 117.0, 127.99, 154.75, 154.75]"
46798410027.0,B07G7GRM2M,Tetra 41002 Stay Clean Bio-Bag Medium 8 Pack,,,17.0,,26.494999999999997,4.9568185361177,18.708505514692206,Cautious,3.504999999999999,Cautious,3.505000000000001,Cautious,26.45782223060956,Review,"[22.99, 30.0]"
885911557818.0,B07JQM7C28,DEWALT 20V MAX Orbital Sander Tool Only (DCW210B),,,43.99,86.1,78.97333333333334,10.310104267174022,13.055171704171054,Cautious,5.010000000000005,Confident,1.6099999999999994,Confident,39.39304406550733,Review,"[54.99, 70.0, 79.99, 80.0, 84.49, 84.89, 85.0, 85.3, 86.1]"
658010124478.0,B07K4RF361,Garden of Life Dr. Formulated Ketogenic Meal Balanced Shake Powder Truly Grass Fed Butter & Whey Protein Plus Probiotics Non-GMO Gluten Free Paleo Replacement Vanilla 23.7 Oz,,,44.99,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
669002831427.0,B07KLS6RC2,Bundle: Medistrom Pilot 24 Lite with 3 Pack Travel CPAP Wipes - 95Wh CPAP Battery Backup Power Supply for CPAP Machine - Camping Power Bank - Lightweight Portable Battery - TSA Approved CPAP Battery,,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
851770007009.0,B07KYR2321,Orgain Organic Vegan Protein Powder Creamy Chocolate Fudge - 21g Plant Protein 6g Prebiotic Fiber Low Carb No Lactose Ingredients No Added Sugar Non-GMO For Shakes & Smoothies 10 Travel Packs,,,34.0,,50.35,0.0,0.0,Confident,0.0,Confident,0.0,Confident,0.0,Confident,"[50.35, 50.35]"
697029843772.0,B07LGF9KWQ,TheraBreath Anticavity Fluoride Mouthwash Sparkle Mint Dentist Formulated 16 Fl Oz (2-Pack).,,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
,B07NGY19KQ,i box Dawn RadioFM  Bluetooth Wireless Speaker Fast Charging Clock Radio LED Display USB Charger Dimmable Night Light Alarm Clock Feature Wireless Charger Digital Clock Dual Alarm (White),,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
669125136621.0,B07QYX2JNR,Nutri-Vet Hip & Joint Biscuits for Dogs - Extra Strength 6 lbs - Pack of 3,,,31.99,41.79,37.58666666666667,3.1867734466070843,8.478467843048291,Confident,3.1599999999999966,Confident,2.969999999999999,Confident,24.71621142249024,Review,"[32.5, 33.59, 36.71, 36.81, 36.9, 38.94, 39.87, 41.17, 41.79]"
97855148155.0,B07R6PCJYX,ASTRO Gaming A50 Wireless Headset + Base Station Gen 4 - Compatible with Xbox Series X|S Xbox One PC Mac - Black/ Gold,,,120.0,175.99,148.4988888888889,18.484622287488353,12.44765023213007,Cautious,28.0,Cautious,18.0,Cautious,32.31674011777118,Review,"[128.0, 130.0, 132.0, 132.5, 150.0, 158.0, 160.0, 170.0, 175.99]"
192018046634.0,B07R8JL95K,HP 89X Black High-yield Toner Cartridge for HP Printers | Works with Printer Series: LaserJet Enterprise M507 LaserJet Enterprise MFP M528 | CF289X,,,175.0,225.0,209.09444444444443,16.208146956940443,7.751591392112229,Confident,15.0,Confident,5.050000000000011,Confident,21.569200520764138,Review,"[179.9, 187.0, 205.0, 205.0, 219.95, 220.0, 220.0, 220.0, 225.0]"
75609199059.0,B07XQBY5QQ,Olay Retinol 24 Face Moisturizer Anti-Aging Night Cream for Women Fragrance-Free Non Greasy - Anti-Wrinkle Smooth Fine Lines Tightening Hydrating Skin Care - Peptides Glycerin 1.7 Oz,,,14.52,,31.313333333333333,13.306165237713433,42.49360838103076,Review,11.98,Review,1.9500000000000028,Confident,76.51692569725357,Review,"[15.99, 38.0, 39.95]"
850036786986.0,B07Z1DBYZZ,JustFoodForDogs Pantry Fresh Wet Dog Food Complete Meal or Dog Food Topper Lamb & Brown Rice Human Grade Dog Food Recipe - 12.5 oz (Pack of 12),,,144.95,,146.76333333333332,1.5703927321957813,1.0700170788769547,Confident,1.3599999999999852,Confident,0.0,Confident,1.8533239455813206,Confident,"[144.95, 147.67, 147.67]"
666519636026.0,B08177ZPKM,Tommee Tippee Ultra-Light Silicone Pacifier 0-6 Months Symmetrical One-Piece Design BPA-Free Silicone Binkies Clear/ Blue/ Green Pack of 4,,,13.99,,19.994999999999997,8.478210306426703,42.4016519451198,Review,5.995000000000001,Review,5.994999999999999,Review,59.96499124781195,Review,"[14.0, 25.99]"
30878142939.0,B08562D7X8,Enbrighten Almond Z-Wave Plus Smart Light Switch with QuickFit and SimpleWire 3-Way Ready Compatible with Alexa Google Assistant ZWave Hub Required Repeater/ Range Extender Toggle 14293,,,17.5,33.0,24.218888888888888,6.122185974887656,25.27855841353806,Review,9.02,Review,2.0100000000000016,Cautious,61.97641877322568,Review,"[17.99, 18.0, 19.98, 20.0, 20.0, 29.0, 29.0, 31.0, 33.0]"
650530032554.0,B086QB7WZ1,AT&T BL102-2 DECT 6.0 2-Handset Cordless Phone for Home with Answering Machine Call Blocking Caller ID Announcer Audio Assist Intercom and Unsurpassed Range Silver/ Black,,,23.0,40.0,36.81666666666667,2.9931171042911098,8.129788422701068,Confident,3.0,Confident,2.0,Confident,23.087369850611132,Review,"[31.5, 32.85, 36.0, 36.0, 38.0, 38.5, 39.0, 39.5, 40.0]"
815017029612.0,B08B3J12L7,SimpliSafe Entry Sensor - Window and Door Protection - Compatible with Gen 3 Home Security System,,,14.0,15.0,14.672222222222224,0.39458135339172384,2.689308731939049,Confident,0.25,Confident,0.14999999999999858,Confident,6.81560015145778,Confident,"[14.0, 14.0, 14.7, 14.8, 14.8, 14.8, 14.95, 15.0, 15.0]"
18084021699.0,B08F16ML92,Aveda Tulasara Firming Sleeping Masque Rich Moisturizing Night Cream 1.7 Fluid Ounce,,,54.99,126.0,73.63222222222223,21.244067276405534,28.8515905608429,Review,7.0,Confident,5.049999999999997,Confident,92.35087295718964,Review,"[58.0, 59.95, 64.0, 64.98, 65.0, 67.76, 71.0, 86.0, 126.0]"
810036733700.0,B08G8VFCNX,Double Donut Flavored Coffee Pods Pumpkin Spice Coffee Single Serve Coffee for Keurig K Cups Machines Medium Roast Coffee in Recyclable Pods 24 Count,,,14.39,27.4,22.87666666666667,2.0958709406831324,9.161609823764238,Confident,2.0,Confident,0.8800000000000026,Confident,30.16173684977414,Review,"[20.5, 21.24, 21.77, 22.05, 22.12, 22.46, 23.77, 24.58, 27.4]"
788311364478.0,B08KDG6G1P,GDSMOTU AND0293 13871 421000-0011 Alternator Compatible with for Town & Country for Grand Caravan 3.3L 3.8L 01-07 Alternator 12V 140AMP,,,91.37,,91.37,0.0,0.0,Confident,0.0,Confident,0.0,Confident,0.0,Confident,"[91.37, 91.37]"
74660534786.0,B08P5432LM,Turtle Wax 53478 Hybrid Solutions Pro 1 and Done Compound Correct and Finish 16 oz.,,,16.99,26.0,20.576666666666668,2.875439096903289,13.974270679912307,Cautious,3.0,Cautious,2.049999999999997,Cautious,41.30892596792483,Review,"[17.5, 17.79, 18.99, 18.99, 19.94, 19.99, 21.99, 24.0, 26.0]"
742797894003.0,B08PW32RK6,GNC Pets Advanced Dog Supplements Cardiovascular Support & Heart Health Chews for Dogs Soft Pet Supplement Made in USA Cardio Vitamins & Easy to Chew Canine Essentials 90 Count,,,25.0,,54.60666666666666,2.0495934556231696,3.7533758801547488,Confident,1.7749999999999986,Confident,0.0,Confident,6.501037724331579,Confident,"[52.24, 55.79, 55.79]"
191693210835.0,B08W1WGLHD,Zippo NFL HeatBank 9s Rechargeable Hand Warmer- Black-Dallas Cowboys,,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
742797783079.0,B08YD3CRLN,Clorox Fraganzia Air Care Air Freshener Crystal Beads in Lavender with Eucalpytus Scent Scent 12 Oz Lavender Eucalyptus Scented Air Freshener Gel Beads from Clorox Fraganzia for Car or Home(Pack of 1),,,5.99,11.8,7.756666666666667,2.1080026091065447,27.176655897377028,Review,1.0299999999999994,Cautious,0.6899999999999995,Confident,71.1645896003438,Review,"[6.28, 6.28, 6.28, 6.9, 6.97, 6.99, 7.31, 11.0, 11.8]"
617308542608.0,B0928DS47X,Flex Wireless Activity + Sleep Wristband Two Wristbands Included Small/ Large (Two Wristbands Included Large and Small Teal),,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
,B093GCL18V,ARZOPA Portable Monitor 15.6'' 1080P FHD Laptop Monitor USB C HDMI Computer Display HDR Eye Care External Screen w/ Smart Cover for Mac Phone Xbox Switch PS5-S1 Table,,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
840095878043.0,B094YHJJVG,Amazon Basics Outdoor Smart Plug with 2 Individually Controlled Outlets Works with Alexa Only 2.4 GHz Wi-Fi No Hub Required Black,,,21.0,,36.553333333333335,11.301847046685188,30.91878637612216,Review,15.3275,Review,6.170000000000002,Cautious,76.57304395403976,Review,"[25.0, 28.0, 32.0, 33.34, 47.99, 52.99]"
751784600923.0,B09885JMHL,FELIWAY® Optimum 30 Day Cat Calming Refill for Pheromone Diffuser 48ml - Helps Reduce Common Signs of Stress in Cats & Kittens Enhanced Calming,,,,,,,,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",,"Review, not enough listings",[]
637480065153.0,B09B7Z7WGG,Atkins Café Caramel Iced Coffee Flavored Protein Shake High Protein Shake Low Glycemic Low Carb and Low Sugar Keto Friendly Gluten Free 12 Count,,,26.95,,40.36,11.871312760881448,29.413559863432724,Review,16.415,Review,7.505000000000003,Cautious,61.96729435084243,Review,"[29.99, 31.45, 45.0, 55.0]"
305734451747.0,B09BVYY7XR,Centrum Adult Multivitamin/ Multimineral Supplement with Antioxidants Zinc Vitamin D3 and B Vitamins Gluten Free Non-GMO Ingredients - 200 Count,,,14.99,19.99,17.687777777777782,1.4411261028946925,8.147581459923506,Confident,1.389999999999997,Confident,0.879999999999999,Confident,22.61448583453733,Review,"[15.99, 16.14, 16.6, 17.48, 17.48, 17.67, 17.99, 19.85, 19.99]"
195553274005.0,B09MZQ978N,ASUS ZenScreen 15.6” 1080P Portable USB Monitor (MB166C) - Full HD IPS USB Type-C  Tripod Mountable Anti-Glare Surface Protective Sleeve 3-Year Warranty,,,71.36,89.99,82.93555555555557,6.307291635700522,7.605051408229239,Confident,12.450000000000003,Cautious,5.0,Confident,20.4857854827041,Review,"[73.0, 77.0, 77.5, 81.99, 82.0, 85.0, 89.95, 89.99, 89.99]"
